Termék ID,Termék név,Leírás,Image,Kategória,Gyártó,Adagolás,Alkatrész Típus,Szigelés Típus,Gyári Kód,Szigetelésmegfogó Típusa,Konektor Típusa,Saru Típusa,Date,Minőség,Alkatrész Hely
9159000121_00,Sematic SA9159,,,Gyártandó Termék,Sematic SA9159,,,,,,,,2025. 07. 24.,,
XINT00S007,Mérődoboz,,Products_Images/XINT00S007.Image.055752.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 07. 24.,,
9083000464_00,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 24.,,
9083000495_00,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 24.,,
9083000567_00,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 24.,,
9083000488_01,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 24.,,
9099000799_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 24.,,
9083000085_01,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 24.,,
9083000334_02,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 24.,,
9198000059_00,Climavan  CL9198,,,Gyártandó Termék,Climavan  CL9198,,,,,,,,2025. 07. 24.,,
2122120494,SARU - 15326266,Automotive Connectors GT 1.5 Female Clean Body Sealed Series,Products_Images/2122120494.Image.085400.jpg,Saru,APTIV,,,,15326266,,,Anya,2025. 07. 24.,,
XINT0063.2,Mérődoboz,,Products_Images/XINT0063.2.Image.090732.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 07. 24.,,
9059000426_05,SEA  SE9059,,,Gyártandó Termék,SEA  SE9059,,,,,,,,2025. 07. 24.,,
9066000083_01,VM VM9066,,,Gyártandó Termék,VM VM9066,,,,,,,,2025. 07. 24.,,
9099000691_02,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 24.,,
9141000010_04,Negri  NE9141,,,Gyártandó Termék,Negri  NE9141,,,,,,,,2025. 07. 24.,,
9099000788_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 24.,,
9099000789_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 24.,,
9059000286_01,SEA  SE9059,,,Gyártandó Termék,SEA  SE9059,,,,,,,,2025. 07. 24.,,
9099000802_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 24.,,
9099000801_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 24.,,
9099000735_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 25.,,
9166000099_03,Hymach  HY9166,,,Gyártandó Termék,Hymach  HY9166,,,,,,,,2025. 07. 25.,,
9083000418_01,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 25.,,
2682120124.2,SARU - 211CC2S2120,Automotive Connectors SICMA 1.5 Female Clean Body SN Unsealed Terminal,Products_Images/2682120124.2.Image.074554.jpg,Saru,APTIV,,,,211CC2S2120,,,Anya,2025. 07. 25.,,
9141000048_00,Negri  NE9141,,,Gyártandó Termék,Negri  NE9141,,,,,,,,2025. 07. 28.,,
9142000087_00,Tecomec  TE9142,,,Gyártandó Termék,Tecomec  TE9142,,,,,,,,2025. 07. 28.,,
9059000289_02,SEA  SE9059,,,Gyártandó Termék,SEA  SE9059,,,,,,,,2025. 07. 28.,,
9059000178_00,SEA  SE9059,,,Gyártandó Termék,SEA  SE9059,,,,,,,,2025. 07. 28.,,
9013000518_00,Webasto  WE9013,,,Gyártandó Termék,Webasto  WE9013,,,,,,,,2025. 07. 28.,,
9083000538_01,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 28.,,
XINT000K55,Mérőkábel,,Products_Images/XINT000K55.Image.042823.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 07. 28.,,
9159000065_00,SEA  SE9059,,,Gyártandó Termék,SEA  SE9059,,,,,,,,2025. 07. 28.,,
XINT00S009,Mérődoboz,,Products_Images/XINT00S009.Image.043352.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 07. 28.,,
9166000051_00,Hymach  HY9166,,,Gyártandó Termék,Hymach  HY9166,,,,,,,,2025. 07. 28.,,
9083000167_00,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 28.,,
9141000084_01,Negri  NE9141,,,Gyártandó Termék,Negri  NE9141,,,,,,,,2025. 07. 28.,,
9083000570_02,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 28.,,
9142000119_00,Tecomec  TE9142,,,Gyártandó Termék,Tecomec  TE9142,,,,,,,,2025. 07. 28.,,
XINT0393.2,Mérődoboz,,Products_Images/XINT0393.2.Image.052847.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 07. 28.,,
9159000104_00,Sematic SA9159,,,Gyártandó Termék,Sematic SA9159,,,,,,,,2025. 07. 28.,,
XINT00S001,Mérődoboz,,Products_Images/XINT00S001.Image.053948.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 07. 28.,,
9159000013_02,Sematic SA9159,,,Gyártandó Termék,Sematic SA9159,,,,,,,,2025. 07. 28.,,
9159000012_02,Sematic SA9159,,,Gyártandó Termék,Sematic SA9159,,,,,,,,2025. 07. 28.,,
9141000064_01,Negri  NE9141,,,Gyártandó Termék,Negri  NE9141,,,,,,,,2025. 07. 28.,,
9141000085_00,Negri  NE9141,,,Gyártandó Termék,Negri  NE9141,,,,,,,,2025. 07. 28.,,
9099000719_02,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 28.,,
9099000779_01,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 28.,,
9099000778_01,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 28.,,
9099000784_01,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 28.,,
9156000010_00,FORT FO9156,,,Gyártandó Termék,FORT FO9156,,,,,,,,2025. 07. 28.,,
9158000070_02,Dinamica  DG9158,,,Gyártandó Termék,Dinamica  DG9158,,,,,,,,2025. 07. 28.,,
9120000004_05,Forghieri FR9120,,,Gyártandó Termék,Forghieri FR9120,,,,,,,,2025. 07. 28.,,
XINT0049.2,Mérődoboz,,Products_Images/XINT0049.2.Image.073208.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 07. 28.,,
9193000006_02,Lagoretti LG9193,,,Gyártandó Termék,Lagoretti LG9193,,,,,,,,2025. 07. 28.,,
9099000633_02,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 28.,,
9099000573_01,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 28.,,
9502000076_00,Molpir  MO9502,,,Gyártandó Termék,Molpir  MO9502,,,,,,,,2025. 07. 29.,,
9099000696_04,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 29.,,
9141P00001_00,Negri  NE9141,,,Gyártandó Termék,Negri  NE9141,,,,,,,,2025. 07. 29.,,
9059000474_00,SEA  SE9059,,,Gyártandó Termék,SEA  SE9059,,,,,,,,2025. 07. 29.,,
9222000063_01,Melchioni  ME9222,,,Gyártandó Termék,Melchioni  ME9222,,,,,,,,2025. 07. 29.,,
9220000004_00,Mecs MC9220,,,Gyártandó Termék,Mecs MC9220,,,,,,,,2025. 07. 29.,,
9158000070_01,Dinamica  DG9158,,,Gyártandó Termék,Dinamica  DG9158,,,,,,,,2025. 07. 29.,,
9159000056_02,Sematic SA9159,,,Gyártandó Termék,Sematic SA9159,,,,,,,,2025. 07. 29.,,
9220000001_00,Mecs MC9220,,,Gyártandó Termék,Mecs MC9220,,,,,,,,2025. 07. 29.,,
9166000102_01,Hymach  HY9166,,,Gyártandó Termék,Hymach  HY9166,,,,,,,,2025. 07. 29.,,
XINT000461,Mérődoboz,,Products_Images/XINT000461.Image.051558.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 07. 29.,,
9083000360_00,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 29.,,
9083000419_01,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 29.,,
9083000465_01,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 29.,,
9083000549_01,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 29.,,
9013000285_02,Webasto  WE9013,,,Gyártandó Termék,Webasto  WE9013,,,,,,,,2025. 07. 29.,,
XINT0057.3,Mérődoboz,,Products_Images/XINT0057.3.Image.052808.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 07. 29.,,
9099000561_02,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 29.,,
9099000582_01,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 29.,,
9099000634_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 29.,,
9099000558_01,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 29.,,
9099000378_04,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 29.,,
901306604390A,Webasto  WE9013,,,Gyártandó Termék,Webasto  WE9013,,,,,,,,2025. 07. 29.,,
9083000308_00,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 29.,,
9083000569_01,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 29.,,
908360654251.1,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 29.,,
9158000075_00,Dinamica  DG9158,,,Gyártandó Termék,Dinamica  DG9158,,,,,,,,2025. 07. 29.,,
9083000592_00,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 29.,,
9059000372_04,SEA  SE9059,,,Gyártandó Termék,SEA  SE9059,,,,,,,,2025. 07. 29.,,
9059000396_02,SEA  SE9059,,,Gyártandó Termék,SEA  SE9059,,,,,,,,2025. 07. 29.,,
9083000232_00,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 29.,,
9222000129_00,Melchioni  ME9222,,,Gyártandó Termék,Melchioni  ME9222,,,,,,,,2025. 07. 29.,,
9222000076_02,Melchioni  ME9222,,,Gyártandó Termék,Melchioni  ME9222,,,,,,,,2025. 07. 29.,,
9159000088_00,Sematic SA9159,,,Gyártandó Termék,Sematic SA9159,,,,,,,,2025. 07. 29.,,
9141000049_00,Negri  NE9141,,,Gyártandó Termék,Negri  NE9141,,,,,,,,2025. 07. 29.,,
9141000006_02,Negri  NE9141,,,Gyártandó Termék,Negri  NE9141,,,,,,,,2025. 07. 29.,,
9142000048_00,Tecomec  TE9142,,,Gyártandó Termék,Tecomec  TE9142,,,,,,,,2025. 07. 29.,,
XINT000681,Mérődoboz,,Products_Images/XINT000681.Image.105043.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 07. 29.,,
9141000011_00,Negri  NE9141,,,Gyártandó Termék,Negri  NE9141,,,,,,,,2025. 07. 29.,,
9189000005_01,BP Metalmeccanica  BP9189,,,Gyártandó Termék,BP Metalmeccanica  BP9189,,,,,,,,2025. 07. 29.,,
9189000006_00,BP Metalmeccanica  BP9189,,,Gyártandó Termék,BP Metalmeccanica  BP9189,,,,,,,,2025. 07. 29.,,
9189000011_01,BP Metalmeccanica  BP9189,,,Gyártandó Termék,BP Metalmeccanica  BP9189,,,,,,,,2025. 07. 29.,,
9189000010_00,BP Metalmeccanica  BP9189,,,Gyártandó Termék,BP Metalmeccanica  BP9189,,,,,,,,2025. 07. 29.,,
9189000009_01,BP Metalmeccanica  BP9189,,,Gyártandó Termék,BP Metalmeccanica  BP9189,,,,,,,,2025. 07. 29.,,
9189000008_01,BP Metalmeccanica  BP9189,,,Gyártandó Termék,BP Metalmeccanica  BP9189,,,,,,,,2025. 07. 29.,,
9083000314_01,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 29.,,
9142000018_00,Tecomec  TE9142,,,Gyártandó Termék,Tecomec  TE9142,,,,,,,,2025. 07. 29.,,
9156000002_06,FORT FO9156,,,Gyártandó Termék,FORT FO9156,,,,,,,,2025. 07. 29.,,
XINT0537.1,Mérőkábel,,Products_Images/XINT0537.1.Image.114215.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 07. 29.,,
9141000075_00,Negri  NE9141,,,Gyártandó Termék,Negri  NE9141,,,,,,,,2025. 07. 29.,,
9142000062_00,Tecomec  TE9142,,,Gyártandó Termék,Tecomec  TE9142,,,,,,,,2025. 07. 29.,,
XINT000445,Mérődoboz,,Products_Images/XINT000445.Image.114657.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 07. 29.,,
9083000602_00,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 30.,,
9083000543_01,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 30.,,
9659000086_01,Computec CO9659,,,Gyártandó Termék,Computec CO9659,,,,,,,,2025. 07. 30.,,
XINT00S002,Mérődoboz,,Products_Images/XINT00S002.Image.050434.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 07. 30.,,
9083000315_01,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 30.,,
9083000434_09,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 30.,,
9166000073_03,Hymach  HY9166,,,Gyártandó Termék,Hymach  HY9166,,,,,,,,2025. 07. 30.,,
9083000276_04,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 30.,,
9142000028_02,Tecomec  TE9142,,,Gyártandó Termék,Tecomec  TE9142,,,,,,,,2025. 07. 30.,,
XINT000560,Mérődoboz,,Products_Images/XINT000560.Image.052131.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 07. 30.,,
XINT0560.1,Mérőkábel,,Products_Images/XINT0560.1.Image.052950.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 07. 30.,,
9142000118_00,Tecomec  TE9142,,,Gyártandó Termék,Tecomec  TE9142,,,,,,,,2025. 07. 30.,,
9141000029_01,Negri  NE9141,,,Gyártandó Termék,Negri  NE9141,,,,,,,,2025. 07. 30.,,
9083000361_00,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 30.,,
9142000136_00,Tecomec  TE9142,,,Gyártandó Termék,Tecomec  TE9142,,,,,,,,2025. 07. 30.,,
9099000101_05,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 30.,,
9099000096_01,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 30.,,
9502000065_02_REV.2,Molpir  MO9502,,,Gyártandó Termék,Molpir  MO9502,,,,,,,,2025. 07. 30.,,
XINT0205.1,Mérőkábel,,Products_Images/XINT0205.1.Image.061417.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 07. 30.,,
9083000604_00,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 30.,,
9099000005_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 30.,,
9099000093_03,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 30.,,
9099000017_03,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 30.,,
56.01.000001,Forrasztó tégely,,Products_Images/56.01.000001.Image.085934.jpg,Egyéb,ZB,,,,,,,,2025. 07. 30.,,
9013000107_03,Webasto  WE9013,,,Gyártandó Termék,Webasto  WE9013,,,,,,,,2025. 07. 31.,,
9099000008_01,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 31.,,
9099000343_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 31.,,
9099000539_03,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 31.,,
9099000265_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 31.,,
9083000463_00,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 07. 31.,,
9142000086_00,Tecomec  TE9142,,,Gyártandó Termék,Tecomec  TE9142,,,,,,,,2025. 07. 31.,,
9099000746_01,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 31.,,
9198000046_01,Climavan  CL9198,,,Gyártandó Termék,Climavan  CL9198,,,,,,,,2025. 07. 31.,,
9099000579_01,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 31.,,
9099000363_01,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 31.,,
9099000663_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 31.,,
9099000647_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 31.,,
901302823310A,Webasto  WE9013,,,Gyártandó Termék,Webasto  WE9013,,,,,,,,2025. 07. 31.,,
9099000333_02,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 31.,,
9159000014_02,Sematic SA9159,,,Gyártandó Termék,Sematic SA9159,,,,,,,,2025. 07. 31.,,
9059000105_04,SEA  SE9059,,,Gyártandó Termék,SEA  SE9059,,,,,,,,2025. 07. 31.,,
9099000373_03,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 31.,,
9099000723_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 31.,,
9099000267_02,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 31.,,
9099000375_01,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 31.,,
9099000697_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 31.,,
9099000648_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 31.,,
9099000641_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 07. 31.,,
9159000074_02,Sematic SA9159,,,Gyártandó Termék,Sematic SA9159,,,,,,,,2025. 08. 01.,,
9159000073_02,Sematic SA9159,,,Gyártandó Termék,Sematic SA9159,,,,,,,,2025. 08. 01.,,
9141000084_00,Negri  NE9141,,,Gyártandó Termék,Negri  NE9141,,,,,,,,2025. 08. 01.,,
9141000083_00,Negri  NE9141,,,Gyártandó Termék,Negri  NE9141,,,,,,,,2025. 08. 01.,,
9013000546_00,Webasto  WE9013,,,Gyártandó Termék,Webasto  WE9013,,,,,,,,2025. 08. 01.,,
9142000133_00,Tecomec  TE9142,,,Gyártandó Termék,Tecomec  TE9142,,,,,,,,2025. 08. 01.,,
9099000709_02,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 08. 01.,,
9099000709_03,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 08. 01.,,
9099P00012_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 08. 04.,,
9099P00013_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 08. 04.,,
9091000033_01,Masi  MS9091,,,Gyártandó Termék,Masi  MS9091,,,,,,,,2025. 08. 04.,,
9142000110_00,Tecomec  TE9142,,,Gyártandó Termék,Tecomec  TE9142,,,,,,,,2025. 08. 04.,,
9141000044_01,Negri  NE9141,,,Gyártandó Termék,Negri  NE9141,,,,,,,,2025. 08. 04.,,
9141000042_00,Negri  NE9141,,,Gyártandó Termék,Negri  NE9141,,,,,,,,2025. 08. 04.,,
9083000370_00,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 08. 04.,,
9142000068_00,Tecomec  TE9142,,,Gyártandó Termék,Tecomec  TE9142,,,,,,,,2025. 08. 04.,,
XINT000455,Mérődoboz,,Products_Images/XINT000455.Image.090503.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 08. 04.,,
9099000786_01,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 08. 04.,,
9099000643_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 08. 04.,,
9099000646_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 08. 04.,,
9099000638_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 08. 05.,,
9142000004_00,Tecomec  TE9142,,,Gyártandó Termék,Tecomec  TE9142,,,,,,,,2025. 08. 05.,,
9099000786_00,Solmec  SC9099,,,Gyártandó Termék,Solmec  SC9099,,,,,,,,2025. 08. 05.,,
9051000014_00,Mavel MA9051,,,Gyártandó Termék,Mavel MA9051,,,,,,,,2025. 08. 05.,,
9189000013_00,BP Metalmeccanica  BP9189,,,Gyártandó Termék,BP Metalmeccanica  BP9189,,,,,,,,2025. 08. 05.,,
9502000079_00,Molpir  MO9502,,,Gyártandó Termék,Molpir  MO9502,,,,,,,,2025. 08. 05.,,
XINT0205.4,Mérőkábel,,Products_Images/XINT0205.4.Image.063743.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 08. 05.,,
XINT0205.5,Mérőkábel,,Products_Images/XINT0205.5.Image.063844.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 08. 05.,,
9142000129_00,Tecomec  TE9142,,,Gyártandó Termék,Tecomec  TE9142,,,,,,,,2025. 08. 05.,,
XINT000452,Mérődoboz,,Products_Images/XINT000452.Image.064111.jpg,Mérődoboz,WorldWires,,,,,,,,2025. 08. 05.,,
9083000010_00,Autoclima  AU9083,,,Gyártandó Termék,Autoclima  AU9083,,,,,,,,2025. 08. 05.,,
9222000049_00,Melchioni  ME9222,,,Gyártandó Termék,Melchioni  ME9222,,,,,,,,2025. 08. 05.,,
9000_teszt_termék,WorldWires,,,Gyártandó Termék,WorldWires,,,,,,,,2025. 08. 25.,,
4109223123,Konnektor - 280629 (4 utas),"AMPMODU - 4 Position, Plug, Housing, Crimp, Wire-to-Board, UL 94V-0, 2.54 mm [.1 in] Centerline, 1 Row, Wire & Cable, Signal, AMPMODU IV/V",Products_Files_/4109223123.Image.045412.avif,Konnektor,TE,,,,280629,,Anya,,2025. 09. 02.,,
4109213123,Konnektor - 280359 (4 utas),"AMPMODU - 4 Position, Receptacle, Housing, Crimp, Wire-to-Board, UL 94V-0, 2.54 mm [.1 in] Centerline, 1 Row, Wire & Cable, Signal, AMPMODU IV/V",Products_Files_/4109213123.Image.045215.avif,Konnektor,TE,,,,280359,,Apa,,2025. 09. 02.,,
2182120013,Saru - 280708-2,"AMPMODU - Tin (Sn), Socket Contact, 26 – 22 AWG, 40 VAC, 40 VDC, .12 – .4 mm² Wire, Locking Lance Contact Retention, 254.1 – 642.5 CMA, AMPMODU IV/V",Products_Images/2182120013.Image.063943.jpg,Saru,TE,,,,280708-2,,,Anya,2025. 09. 02.,,
2181120013,Saru - 282618-1,"AMPMODU , FFC PIN CONTACT TIN-P - Tin (Sn), Pin Contact, 26 – 22 AWG, .12 – .4 mm² Wire, Discrete Wire, Insulation Displacement (IDC), Phosphor Bronze, Signal",Products_Images/2181120013.Image.103227.jpg,Saru,TE,,,,282618-1,,,Apa,2025. 09. 02.,,
4109113123,Konnektor - 280358 (2 utas),"AMPMODU IV/V - 2 Position, Receptacle, Housing, Crimp, Wire-to-Board, UL 94V-0, 2.54 mm [.1 in] Centerline, 1 Row, Wire & Cable, Signal, AMPMODU IV/V",Products_Files_/4109113123.Image.044530.avif,Konnektor,TE,,,,280358,,Apa,,2025. 09. 03.,,
4109123123,Konnektor - 280628 (2 utas),"AMPMODU IV/V - 2 Position, Plug, Housing, Crimp, Wire-to-Board, UL 94V-0, 2.54 mm [.1 in] Centerline, 1 Row, Wire & Cable, Signal, AMPMODU IV/V",Products_Files_/4109123123.Image.044812.avif,Konnektor,TE,,,,280628,,Anya,,2025. 09. 03.,,
4109313123,Konnektror - 280360 (6 utas),"AMPMODU - 6 Position, Receptacle, Housing, Crimp, Wire-to-Board, UL 94V-0, 2.54 mm [.1 in] Centerline, 1 Row, Wire & Cable, Signal, AMPMODU IV/V",Products_Files_/4109313123.Image.054356.avif,Konnektor,TE,,,,280360,,Apa,,2025. 09. 04.,,
4109323123,Konnektor - 280630 (6 utas),AMPMODU,Products_Images/4109323123.Image.054722.jpg,Konnektor,TE,,,,280630,,Anya,,2025. 09. 04.,,
4708100003,Műanyag rögzítő,,Products_Images/4708100003.Image.041926.jpg,Műanyag termék,EML,,,,012/3204/00,,,,2025. 09. 08.,,
4708100004,Műanyag rögzítő,,Products_Images/4708100004.Image.042016.jpg,Műanyag termék,EML,,,,012/3204/10,,,,2025. 09. 08.,,
4109413123,Konnektror - 280361 (8 utas),"AMPMODU - 8 Position, Receptacle, Housing, Crimp, Wire-to-Board, UL 94V-0, 2.54 mm [.1 in] Centerline, 1 Row, Wire & Cable, Signal, AMPMODU IV/V",Products_Files_/4109413123.Image.055826.avif,Konnektor,TE,,,,280361,,Apa,,2025. 09. 08.,,
4109612123,Konnektror - 280362 (10 utas),"AMPMODU - 10 Position, Receptacle, Housing, Crimp, Wire-to-Board, UL 94V-0, 2.54 mm [.1 in] Centerline, 1 Row, Wire & Cable, Signal, AMPMODU IV/V",Products_Files_/4109612123.Image.061805.avif,Konnektor,TE,,,,280362,,Apa,,2025. 09. 08.,,
9502000080_00,Molpir  MO9502,,,Gyártandó Termék,Molpir  MO9502,,,,,,,,2025. 09. 09.,,
2121120015,Saru - SM20M1TK6,Eaton Souriau SC / SM series #16 (1.6mm) and #20 (1.0mm) stamped and formed contacts,Products_Images/2121120015.Image.052314.jpg,Saru,,,,,SM20M1TK6,,,Apa,2025. 09. 09.,,
2961120026,Saru -  1060-12-0166,,Products_Files_/2961120026.Image.054011.avif,Saru,,,,,1060-12-0166,,,Apa,2025. 09. 09.,,
2930400003,Saru - 647879-1,,Products_Images/2930400003.Image.054145.jpg,Saru,,,,,647879-1,,,Apa,2025. 09. 09.,,
2682120117.3,Saru - 211CC3S1120,,Products_Images/2682120117.3.Image.070828.jpg,Saru,,,,,211CC3S1120,,,Anya,2025. 09. 09.,,
2682120117.2,Saru - 211CC2S1160P,,Products_Images/2682120117.2.Image.063649.jpg,Saru,,,,,.211CC2S1160P,,,Anya,2025. 09. 09.,,
2122120295,Saru - 1738BS-0,,,Saru,,,,,1738BS-0,,,,2025. 09. 09.,,
